Efficiency,EMAIL,PHONE
13461.0,4,0
8297.0,23,22
8936.0,24,11
9482.0,9,16
9162.0,8,25
8949.0,12,22
8752.0,14,29
11165.0,8,5
10660.0,25,1
9820.0,3,21
8954.0,20,13
8347.0,20,28
10994.0,20,1
9469.0,19,9
8892.0,14,20
8302.0,24,23
8357.0,21,23
8552.0,26,15
8164.0,28,20
9551.0,20,8
9543.0,13,12
8135.0,26,29
9444.0,12,14
10270.0,1,17
9166.0,10,21
9249.0,8,24
10440.0,5,11
9111.0,11,19
9351.0,13,14
10854.0,3,10
9345.0,6,26
8740.0,14,26
8470.0,25,17
9292.0,8,21
9664.0,3,24
10652.0,2,12
9001.0,23,11
8962.0,17,16
9820.0,18,7
9262.0,8,22
9939.0,1,22
9132.0,28,8
10191.0,21,4
8727.0,23,14
8199.0,26,21
12721.0,0,4
10441.0,4,12
13455.0,0,2
10165.0,0,20
8869.0,21,14
9861.0,1,29
9288.0,7,23
8400.0,19,28
10425.0,15,5
10748.0,10,6
8507.0,27,15
9258.0,23,9
13727.0,3,0
10411.0,29,1
8697.0,21,16
8234.0,26,22
12252.0,4,3
9465.0,6,21
10910.0,18,2
8541.0,23,17
9908.0,19,6
8626.0,15,29
8801.0,15,22
9132.0,8,29
9262.0,14,14
8863.0,23,13
12170.0,12,0
8788.0,19,16
8117.0,28,27
10051.0,20,5
10200.0,16,6
9278.0,7,25
10844.0,3,10
10038.0,23,4
11688.0,6,4
9428.0,20,9
8547.0,22,18
9756.0,2,24
11493.0,15,1
10115.0,5,14
12033.0,4,4
9603.0,4,22
10831.0,0,13
12159.0,7,2
10217.0,3,15
8330.0,21,27
8205.0,24,27
9689.0,3,25
9750.0,3,23
9080.0,15,15
10363.0,25,2
10434.0,28,1
9305.0,23,9
8324.0,22,29
10004.0,18,6
9809.0,16,8
11055.0,3,9
9275.0,6,29
12889.0,3,2
9112.0,8,27
9048.0,13,18
8860.0,12,26
9712.0,3,22
9815.0,2,22
10119.0,17,6
8626.0,15,28
9050.0,9,29
12281.0,11,0
8614.0,19,19
10863.0,3,10
8126.0,27,29
8181.0,24,27
8124.0,26,28
9928.0,5,16
11805.0,15,0
10709.0,23,1
10909.0,0,12
8427.0,26,17
11322.0,0,10
10442.0,5,11
8999.0,17,15
9631.0,17,9
9628.0,7,17
11700.0,13,1
13463.0,0,2
12010.0,6,3
11898.0,3,5
8720.0,27,12
8701.0,17,21
9473.0,14,12
10563.0,22,2
10974.0,1,11
11319.0,1,9
8638.0,25,14
9082.0,11,20
11021.0,20,1
10432.0,6,10
9926.0,9,12
9303.0,9,19
10539.0,5,10
8619.0,19,19
8747.0,13,28
8224.0,25,25
8981.0,28,9
9939.0,2,20
9226.0,12,16
11181.0,10,4
8170.0,25,27
11881.0,3,5
9940.0,4,17
11206.0,18,1
9049.0,17,14
10891.0,4,9
10508.0,19,3
8715.0,15,23
9991.0,16,7
9415.0,23,8
12882.0,5,1
10069.0,2,18
12484.0,7,1
10961.0,1,11
9414.0,8,19
8585.0,20,20
10239.0,28,2
11260.0,17,1
10013.0,24,4
9902.0,2,20
8090.0,29,22
9721.0,3,22
8643.0,15,28
13723.0,3,0
10085.0,27,3
9544.0,12,13
8795.0,28,11
11791.0,12,1
9083.0,18,13
10119.0,17,6
9745.0,5,18
10287.0,14,6
8728.0,27,12
8554.0,18,23
9428.0,10,16
8803.0,17,18
10716.0,17,3
10990.0,10,5
10067.0,7,12
11820.0,15,0
10686.0,15,4
11782.0,12,1
8772.0,14,24
10851.0,26,0
8278.0,28,19
10211.0,3,15
8455.0,19,23
8407.0,20,29
8532.0,19,22
8171.0,26,25
9183.0,7,29
8847.0,16,19
9395.0,8,18
10291.0,17,5
9033.0,9,28
9960.0,21,5
9978.0,9,11
8661.0,22,16
12907.0,5,1
10281.0,9,9
8415.0,20,23
9095.0,11,20
10248.0,0,19
9274.0,6,29
8191.0,26,21
11098.0,4,8
8194.0,26,21
9954.0,5,15
8509.0,20,21
10481.0,1,15
9319.0,8,20
10462.0,17,4
13876.0,2,0
9104.0,8,27
9757.0,17,8
10740.0,5,9
10608.0,26,1
11474.0,8,4
10281.0,8,10
8619.0,16,26
11070.0,23,0
8713.0,20,17
8689.0,14,28
8386.0,20,29
8877.0,11,28
10310.0,3,14
8803.0,17,18
9493.0,12,13
9836.0,10,12
10926.0,21,1
8771.0,18,17
8736.0,23,14
10346.0,7,10
12385.0,10,0
10460.0,17,4
9900.0,5,16
8750.0,21,15
9291.0,7,23
9014.0,15,17
8852.0,13,23
11588.0,5,5
8425.0,25,18
9970.0,8,12
9493.0,9,16
8371.0,25,19
8067.0,28,25
10303.0,3,14
9412.0,18,10
8475.0,23,18
10121.0,17,6
10138.0,9,10
8901.0,15,18
11489.0,8,4
11334.0,2,8
10118.0,1,19
8931.0,22,12
10345.0,22,3
8768.0,13,28
9548.0,16,10
8734.0,20,16
8803.0,12,28
8562.0,24,16
9387.0,16,12
9333.0,6,28
10996.0,12,4
10002.0,7,13
9920.0,2,21
14400.0,0,0
8889.0,11,26
9039.0,9,29
9051.0,13,18
8144.0,25,29
8557.0,17,25
12745.0,8,0
10194.0,21,4
9044.0,17,14
8950.0,26,10
9601.0,11,13
10821.0,6,8
13091.0,2,2
8397.0,27,17
11948.0,1,6
8856.0,12,29
10103.0,26,3
10808.0,27,0
9450.0,5,25
11054.0,3,9
8536.0,21,19
10308.0,19,4
9333.0,6,28
9406.0,9,17
9424.0,8,18
8682.0,23,15
8783.0,18,18
8615.0,19,19
11754.0,2,6
9301.0,10,17
12109.0,10,1
11765.0,2,6
9085.0,9,25
10168.0,6,12
9461.0,19,9
9825.0,24,5
8188.0,28,22
9324.0,10,17
9785.0,13,10
8860.0,18,16
8854.0,13,23
9389.0,17,11
8390.0,23,21
9653.0,9,15
9820.0,14,9
8562.0,21,18
9622.0,24,6
8421.0,22,21
10288.0,14,6
12297.0,2,4
8892.0,24,12
11671.0,8,3
8183.0,29,19
10942.0,15,3
9834.0,2,23
10057.0,0,22
10319.0,19,4
8132.0,26,29
11584.0,17,0
8389.0,20,26
9760.0,5,18
8190.0,25,28
9888.0,23,5
10384.0,0,18
9694.0,6,17
9910.0,2,20
8455.0,25,18
8074.0,29,23
9417.0,11,15
8612.0,16,25
8331.0,22,22
11506.0,1,8
10445.0,20,3
9454.0,17,10
9019.0,9,26
10131.0,1,19
10446.0,4,12
8794.0,17,18
9035.0,10,24
8806.0,26,12
9891.0,8,13
11678.0,8,3
8088.0,29,27
8866.0,24,12
8500.0,23,19
8808.0,15,22
9439.0,12,14
9856.0,1,25
11468.0,18,0
10799.0,19,2
9269.0,7,28
10551.0,22,2
9591.0,28,5
11155.0,10,4
9502.0,6,20
8909.0,11,25
9594.0,4,25
9764.0,20,7
9429.0,11,15
8890.0,19,15
8658.0,15,24
8555.0,16,27
9178.0,22,10
9486.0,14,12
10646.0,29,0
11048.0,23,0
9338.0,6,28
8636.0,15,28
9115.0,11,19
10221.0,10,9
9486.0,15,11
9502.0,7,19
9371.0,7,21
12163.0,7,2
9304.0,7,23
11675.0,6,4
8273.0,23,24
8550.0,16,27
10298.0,14,6
9713.0,2,27
10085.0,4,15
9602.0,6,18
12508.0,1,4
9610.0,6,18
8591.0,20,20
8922.0,24,11
9614.0,3,26
8316.0,21,28
8640.0,15,28
11359.0,20,0
9723.0,8,15
8290.0,24,21
8258.0,28,19
8972.0,17,15
11070.0,23,0
9637.0,15,10
8509.0,29,14
10969.0,10,5
11725.0,1,7
8427.0,22,21
9998.0,12,9
8627.0,15,29
11685.0,13,1
12022.0,8,2
8225.0,24,28
9997.0,7,13
8271.0,24,23
9322.0,10,17
8350.0,22,23
8440.0,20,25
12004.0,6,3
9650.0,13,11
9330.0,8,20
10052.0,2,18
9746.0,20,7
10109.0,26,3
11692.0,4,5
10287.0,5,12
9005.0,21,12
10079.0,6,13
8461.0,18,26
9906.0,2,20
9458.0,25,7
10827.0,22,1
9611.0,12,12
8315.0,26,19
8675.0,24,14
9978.0,28,3
9237.0,9,21
8204.0,24,28
9917.0,9,12
9705.0,7,16
8538.0,17,24
11011.0,12,4
10179.0,2,17
10160.0,2,17
10662.0,25,1
8938.0,28,10
8684.0,24,14
10689.0,4,10
9070.0,10,22
8529.0,23,17
9790.0,22,6
11592.0,2,7
9521.0,12,13
8196.0,29,19
8912.0,19,15
9434.0,6,21
9548.0,6,19
12734.0,0,4
11311.0,1,9
8713.0,27,12
9614.0,5,19
8169.0,25,27
8857.0,13,23
8561.0,16,29
10992.0,20,1
9486.0,21,8
8450.0,24,18
11042.0,23,0
10090.0,6,13
9795.0,13,10
9085.0,14,16
8626.0,25,14
10967.0,1,11
8408.0,20,23
9598.0,4,23
11538.0,4,6
9937.0,1,22
8690.0,14,27
8167.0,25,26
8526.0,22,18
8393.0,21,22
11516.0,1,8
8860.0,24,12
10546.0,5,10
8643.0,27,13
8665.0,18,20
10210.0,4,14
8799.0,18,17
10311.0,5,12
8460.0,18,29
9537.0,5,21
9985.0,9,11
8319.0,29,17
8261.0,29,18
8979.0,15,17
8332.0,21,26
12026.0,13,0
10263.0,27,2
9253.0,7,25
8242.0,23,28
8673.0,26,13
9959.0,25,4
9932.0,1,23
10912.0,7,7
12298.0,11,0
8662.0,15,24
8203.0,24,27
14400.0,0,0
9981.0,9,11
10406.0,21,3
10143.0,9,10
8281.0,24,21
9854.0,1,26
8594.0,22,17
10231.0,11,8
10325.0,16,5
10782.0,8,7
9350.0,18,11
9133.0,9,24
9372.0,5,29
9752.0,8,14
10179.0,24,3
9984.0,28,3
8378.0,27,17
13228.0,1,2
9140.0,12,18
9658.0,4,21
13468.0,4,0
8323.0,29,17
9846.0,3,19
10109.0,0,21
10453.0,17,4
9641.0,3,24
10897.0,9,6
8657.0,18,21
8930.0,11,27
9887.0,1,24
8980.0,18,14
9370.0,5,29
8987.0,17,15
9044.0,15,16
8574.0,16,27
9394.0,17,11
8825.0,15,20
8407.0,22,21
8442.0,29,15
9533.0,12,13
10929.0,21,1
10761.0,1,12
8451.0,25,17
8924.0,22,12
9538.0,18,9
9269.0,8,22
9094.0,14,17
10341.0,2,15
8317.0,23,23
11859.0,9,2
9847.0,20,6
9064.0,29,8
8521.0,18,23
9414.0,18,10
13225.0,1,2
9158.0,12,18
9770.0,17,8
8360.0,22,22
9391.0,16,12
8777.0,24,13
9823.0,24,5
13878.0,2,0
11456.0,0,9
9468.0,5,24
9609.0,9,15
14098.0,1,0
9890.0,2,20
8675.0,21,17
8087.0,28,29
10025.0,1,20
12143.0,5,3
10260.0,23,3
8496.0,24,17
9064.0,10,22
8639.0,29,12
9800.0,2,22
8746.0,16,20
9323.0,8,20
8050.0,28,26
8938.0,11,25
9775.0,7,15
9500.0,21,8
8206.0,26,21
8599.0,20,19
10839.0,26,0
8669.0,24,14
10565.0,3,12
9711.0,11,12
13223.0,3,1
12736.0,0,4
12658.0,4,2
11886.0,3,5
10271.0,20,4
11613.0,14,1
11020.0,17,2
10757.0,1,12
10403.0,21,3
8950.0,10,28
9282.0,14,14
8205.0,27,21
13094.0,4,1
9862.0,20,6
8404.0,19,26
8746.0,17,19
8406.0,28,16
9095.0,11,21
10419.0,29,1
8605.0,29,13
8451.0,19,29
10558.0,22,2
9155.0,16,14
8604.0,19,20
9564.0,3,28
9731.0,2,29
11681.0,6,4
8898.0,27,10
9417.0,17,11
9714.0,11,12
8219.0,24,28
11632.0,3,6
8933.0,24,11
9652.0,5,20
10965.0,10,5
8912.0,11,29
10534.0,22,2
9750.0,8,14
8968.0,12,23
8894.0,23,12
8690.0,21,17
10982.0,12,4
9172.0,25,9
9364.0,20,10
9855.0,3,19
8194.0,24,29
9691.0,10,13
8904.0,25,11
9389.0,29,6
10500.0,0,16
9190.0,7,27
11704.0,4,5
10113.0,5,14
10125.0,11,9
8569.0,19,21
12733.0,0,4
9927.0,2,21
8311.0,22,24
12662.0,4,2
11145.0,1,10
9002.0,15,17
8095.0,28,23
8998.0,11,22
9124.0,23,10
10648.0,11,6
9089.0,14,16
10634.0,6,9
8458.0,18,28
12033.0,8,2
8951.0,10,26
8186.0,24,27
8336.0,22,23
9753.0,2,25
11595.0,2,7
8278.0,28,18
10077.0,26,3
9430.0,15,12
8900.0,13,21
9044.0,10,24
8987.0,10,27
9781.0,12,11
9382.0,16,12
10496.0,27,1
8420.0,20,27
9381.0,29,6
9450.0,25,7
9562.0,25,6
10003.0,12,9
8238.0,25,21
9422.0,26,7
9737.0,14,10
8815.0,13,29
8391.0,23,21
9789.0,19,7
8601.0,24,16
10326.0,19,4
8494.0,29,14
10138.0,1,19
9918.0,9,12
11347.0,11,3
8995.0,17,15
8678.0,17,20
10134.0,1,19
9194.0,7,29
10374.0,0,18
9782.0,17,8
11327.0,9,4
8364.0,24,20
11693.0,0,8
8575.0,17,25
9802.0,2,22
8394.0,19,26
8292.0,23,22
11334.0,7,5
8583.0,16,25
9476.0,25,7
10136.0,1,19
10390.0,0,17
9615.0,12,12
10489.0,27,1
9470.0,7,19
11195.0,10,4
8894.0,15,19
9595.0,8,16
11726.0,1,7
9913.0,5,16
8209.0,26,21
8968.0,18,14
10155.0,14,7
9268.0,28,7
8297.0,27,19
10493.0,0,16
11168.0,8,5
8232.0,23,27
