13606.0,9,7,4
200000.0,0,14,27
17977.0,17,12,2
20698.0,25,3,14
44214.0,1,20,24
22734.0,18,4,27
13606.0,9,7,4
200000.0,0,14,27
20712.0,1,11,12
27202.0,14,22,29
17409.0,17,23,8
26363.0,1,3,14
30304.0,25,20,24
13606.0,9,7,4
25695.0,5,23,27
18244.0,25,7,4
14926.0,9,3,14
21732.0,15,16,28
13707.0,5,6,13
14598.0,16,10,4
200000.0,22,12,0
32241.0,25,2,22
13191.0,9,7,14
15459.0,9,3,4
13606.0,9,7,4
13707.0,5,6,13
27959.0,23,26,18
13348.0,9,6,14
13542.0,5,7,13
13606.0,9,7,4
13191.0,9,7,14
13348.0,9,6,14
13191.0,9,7,14
13348.0,9,6,14
27537.0,22,10,1
13542.0,5,7,13
13348.0,9,6,14
13191.0,9,7,14
13191.0,9,7,14
14211.0,18,7,11
14092.0,5,16,10
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
30028.0,30,14,23
13191.0,9,7,14
25577.0,28,21,15
21611.0,7,21,26
13191.0,9,7,14
13191.0,9,7,14
15181.0,17,7,17
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
25806.0,19,19,27
13191.0,9,7,14
19018.0,29,7,7
49446.0,30,27,3
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
15728.0,19,8,17
13191.0,9,7,14
13191.0,9,7,14
13805.0,12,4,10
24601.0,25,12,25
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
41167.0,20,26,28
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
50457.0,25,26,26
13191.0,9,7,14
28408.0,5,1,21
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
200000.0,0,6,19
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
14195.0,4,14,7
80789.0,28,23,30
13191.0,9,7,14
13191.0,9,7,14
14585.0,4,15,12
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
14369.0,19,8,7
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
51401.0,27,28,22
13191.0,9,7,14
38165.0,24,21,28
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
17040.0,23,16,8
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
28404.0,26,2,18
34879.0,3,22,30
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
20543.0,15,20,2
14988.0,13,16,16
13191.0,9,7,14
13191.0,9,7,14
16590.0,7,3,3
15033.0,14,7,3
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
15221.0,17,15,14
18359.0,22,7,20
13191.0,9,7,14
13191.0,9,7,14
18058.0,20,19,15
14542.0,9,6,19
13191.0,9,7,14
13191.0,9,7,14
15772.0,4,6,19
200000.0,0,16,28
33279.0,29,12,27
26775.0,28,13,2
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
200000.0,0,20,6
13191.0,9,7,14
13191.0,9,7,14
17766.0,2,15,14
19955.0,29,13,12
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
16408.0,9,23,14
200000.0,2,0,25
16223.0,7,10,24
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
15372.0,9,13,21
15990.0,11,10,2
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
35317.0,23,25,24
16825.0,4,3,16
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
29091.0,7,29,25
14301.0,16,15,8
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
33128.0,25,28,17
13191.0,9,7,14
13191.0,9,7,14
14089.0,14,8,16
13191.0,9,7,14
15355.0,11,21,6
13732.0,4,11,7
13191.0,9,7,14
13191.0,9,7,14
25036.0,24,27,10
18342.0,21,21,7
17311.0,11,7,26
13191.0,9,7,14
13191.0,9,7,14
13191.0,9,7,14
17210.0,19,20,6
200000.0,30,0,26
13191.0,9,7,14
13191.0,9,7,14
19265.0,16,27,9
21483.0,4,27,16
13191.0,9,7,14
13191.0,9,7,14
21302.0,22,17,21
20138.0,19,8,26
46487.0,26,26,24
13191.0,9,7,14
13191.0,9,7,14
16944.0,5,21,16
50636.0,27,26,24
13191.0,9,7,14
13191.0,9,7,14
