9600.0,21,3,6
12522.0,19,5,27
14815.0,9,5,0
10537.0,8,14,16
11520.0,5,13,27
9600.0,13,13,4
12896.0,28,24,1
13501.0,23,15,18
15436.0,7,6,0
9469.0,2,3,7
10047.0,0,5,29
14400.0,24,7,29
11676.0,5,24,17
15158.0,25,9,29
10937.0,8,21,12
13091.0,12,29,13
19200.0,24,26,25
9297.0,10,16,1
9192.0,8,10,8
15429.0,20,27,17
12001.0,23,17,8
11836.0,13,22,12
12170.0,22,23,4
15710.0,23,14,28
9600.0,3,20,7
16616.0,24,21,23
13091.0,29,22,3
9495.0,7,0,22
11221.0,12,27,4
12001.0,9,13,26
10667.0,0,19,20
12896.0,29,3,21
9095.0,7,7,11
10937.0,26,12,3
10667.0,10,23,6
15158.0,10,26,27
11077.0,3,28,11
9221.0,4,12,1
12343.0,21,20,9
13715.0,26,3,28
9193.0,6,18,2
12001.0,25,16,7
12896.0,23,15,15
9708.0,1,5,25
16942.0,26,24,19
12706.0,23,23,6
12343.0,13,20,17
8365.0,4,0,9
9291.0,0,22,5
9095.0,11,6,8
10165.0,10,9,16
13715.0,28,28,1
9932.0,23,2,8
10667.0,5,22,12
14164.0,14,24,21
16616.0,1,4,3
14164.0,20,14,25
12001.0,27,13,8
11221.0,8,28,7
15710.0,22,29,14
13293.0,11,22,22
10667.0,12,8,19
11077.0,14,23,5
8728.0,1,6,14
8303.0,5,0,9
10286.0,4,26,6
8728.0,1,3,17
13091.0,10,26,18
9600.0,0,27,3
8182.0,2,3,9
14897.0,10,27,25
12170.0,27,9,13
10410.0,14,20,3
17280.0,23,26,21
19200.0,26,27,22
9402.0,15,12,1
14164.0,23,22,14
10410.0,1,22,14
12343.0,9,21,20
9819.0,20,3,9
10047.0,7,10,17
11520.0,27,18,0
10937.0,8,15,18
16000.0,11,28,27
12343.0,20,20,10
9139.0,17,5,2
13936.0,29,18,11
13936.0,8,24,26
9932.0,10,4,19
10667.0,1,26,12
11836.0,14,19,14
12896.0,9,16,28
13091.0,25,9,20
8641.0,6,1,13
13091.0,14,22,18
9357.0,16,3,2
10537.0,15,4,19
15429.0,27,24,13
9095.0,0,22,3
10165.0,10,2,23
10667.0,5,19,15
11077.0,15,1,26
11077.0,8,27,7
9299.0,11,15,1
13936.0,23,28,7
12170.0,23,5,21
12001.0,3,17,28
10286.0,3,5,28
15710.0,19,25,21
12001.0,19,11,18
9192.0,1,10,15
14164.0,8,29,22
10286.0,15,9,12
15429.0,28,11,25
12896.0,24,3,26
11221.0,9,14,20
9708.0,5,12,14
11836.0,16,10,21
16000.0,20,19,27
15429.0,25,22,17
11836.0,10,27,10
10537.0,11,10,17
14645.0,16,20,25
11520.0,15,11,19
11369.0,24,5,15
9819.0,14,4,14
9932.0,16,16,1
11077.0,6,23,13
10165.0,20,13,2
13091.0,22,12,20
16302.0,25,19,23
13501.0,21,17,18
11369.0,15,9,20
12219.0,10,6,0
14164.0,27,20,12
11676.0,17,28,1
13501.0,26,13,17
14897.0,12,23,27
11836.0,8,19,20
17280.0,18,28,24
8817.0,3,6,13
10800.0,11,18,11
10937.0,4,20,17
14400.0,24,14,22
9819.0,0,21,11
11369.0,20,22,2
18783.0,26,29,19
13936.0,9,28,21
8737.0,13,0,8
9932.0,10,15,8
11676.0,16,11,19
16616.0,19,27,22
10937.0,5,25,11
11676.0,8,17,21
10410.0,16,0,21
10286.0,5,10,21
9192.0,1,6,19
13501.0,9,26,21
8519.0,1,7,6
16302.0,24,15,28
13715.0,22,13,22
11077.0,4,11,27
10667.0,27,9,3
16245.0,8,2,2
12706.0,6,28,18
11676.0,27,8,11
13091.0,26,10,18
13936.0,20,9,29
15429.0,18,20,26
13715.0,21,29,7
14400.0,13,23,24
12001.0,22,10,16
12522.0,22,20,9
11836.0,7,14,26
13501.0,8,26,22
10537.0,11,19,8
9192.0,9,3,14
14400.0,14,20,26
15429.0,16,24,24
10537.0,16,7,15
19200.0,23,23,29
9932.0,15,8,10
14164.0,17,23,19
9291.0,1,10,16
9192.0,14,0,12
12896.0,20,24,9
10537.0,26,9,3
18783.0,29,20,25
11077.0,10,17,15
15710.0,25,27,13
12001.0,9,12,27
11836.0,18,19,10
9001.0,11,5,8
11520.0,16,6,23
13091.0,19,12,23
9608.0,19,10,1
16616.0,11,29,28
9095.0,1,6,18
15158.0,27,23,13
10800.0,17,10,13
10410.0,3,7,27
11836.0,18,12,17
10537.0,13,15,10
10800.0,21,19,0
10800.0,19,5,16
15057.0,2,2,6
10165.0,3,11,21
16616.0,29,10,29
14400.0,25,20,15
11676.0,15,24,7
8728.0,1,15,5
11676.0,0,26,20
13091.0,21,14,19
11676.0,16,16,14
11077.0,6,16,20
10047.0,0,11,23
14164.0,25,11,23
13501.0,29,15,12
13501.0,15,24,17
9708.0,9,7,15
10937.0,26,0,15
11676.0,17,19,10
12706.0,27,4,21
14164.0,4,27,28
12522.0,3,26,22
10286.0,17,1,18
16616.0,19,24,25
10937.0,15,10,16
17280.0,22,21,27
14897.0,23,25,14
16942.0,25,24,20
9095.0,0,6,19
18000.0,24,24,24
9819.0,22,2,8
13091.0,24,27,3
10165.0,16,2,17
9709.0,20,6,5
11836.0,10,27,10
9392.0,10,12,6
9600.0,15,7,8
10286.0,3,20,13
10047.0,3,5,26
10937.0,23,5,13
15429.0,29,18,17
13293.0,14,29,12
10047.0,27,0,7
13091.0,28,25,1
10937.0,14,7,20
11077.0,25,17,0
10937.0,7,7,27
11520.0,7,26,12
12170.0,21,1,27
10937.0,5,20,16
15710.0,26,13,26
14400.0,18,17,25
9932.0,24,1,8
10800.0,17,19,4
11077.0,7,8,27
8644.0,8,4,8
11723.0,2,6,4
12522.0,10,28,13
12001.0,14,24,10
13715.0,25,18,14
13293.0,14,21,20
13715.0,26,16,15
10800.0,1,27,12
13501.0,23,7,26
13936.0,29,22,7
11077.0,24,5,13
15158.0,29,17,17
13936.0,19,14,25
12170.0,11,25,13
9291.0,5,17,5
10937.0,10,17,14
12343.0,15,21,14
13501.0,28,8,20
8817.0,3,1,18
11836.0,28,17,2
16942.0,14,29,26
12896.0,4,25,24
12522.0,25,1,25
10800.0,4,19,17
12522.0,18,22,11
11369.0,14,13,17
14645.0,21,28,12
14164.0,10,24,25
10410.0,4,25,8
12343.0,17,14,19
12170.0,17,29,3
12170.0,16,24,9
12706.0,18,17,17
13936.0,10,25,23
12343.0,24,2,24
12706.0,15,21,16
9819.0,0,12,20
11077.0,6,8,28
16000.0,27,13,26
10286.0,26,5,5
12706.0,27,25,0
12706.0,5,22,25
