23308.0,4,26,20
14323.0,6,16,5
28585.0,16,26,25
15665.0,3,15,13
17723.0,18,6,22
13068.0,10,13,7
20762.0,7,30,14
25547.0,13,27,2
17679.0,21,3,12
17723.0,18,6,22
17723.0,18,6,22
16156.0,3,16,5
13936.0,6,15,13
22320.0,1,15,6
44668.0,29,29,4
21153.0,24,21,5
14551.0,9,16,4
17679.0,21,3,12
15665.0,3,15,13
15665.0,3,15,13
26246.0,1,9,21
22893.0,24,21,17
20170.0,9,30,13
20652.0,21,8,25
13936.0,6,15,13
15665.0,3,15,13
24004.0,20,14,28
14323.0,6,16,5
14092.0,10,16,5
13267.0,6,13,7
13068.0,10,13,7
13936.0,6,15,13
20345.0,21,2,13
14092.0,10,16,5
14323.0,6,16,5
14092.0,10,16,5
13068.0,10,13,7
13068.0,10,13,7
15677.0,5,21,7
13068.0,10,13,7
16727.0,12,5,23
13936.0,6,15,13
13626.0,6,15,7
13561.0,6,13,13
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
28134.0,25,19,2
19188.0,19,2,13
15217.0,6,19,14
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
38864.0,2,28,22
21282.0,8,29,17
13068.0,10,13,7
13068.0,10,13,7
22674.0,5,23,24
34606.0,1,21,19
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
24516.0,19,20,25
20202.0,11,21,24
15190.0,12,5,3
13068.0,10,13,7
13068.0,10,13,7
20515.0,28,16,6
12864.0,10,12,8
13068.0,10,13,7
14341.0,12,18,7
13068.0,10,13,7
13068.0,10,13,7
20356.0,6,14,29
13068.0,10,13,7
19822.0,17,2,17
13068.0,10,13,7
13068.0,10,13,7
13068.0,10,13,7
200000.0,28,8,0
27416.0,14,30,21
24626.0,24,25,14
13068.0,10,13,7
12864.0,10,12,8
12864.0,10,12,8
19265.0,16,27,9
13068.0,10,13,7
13068.0,10,13,7
22378.0,10,4,1
20041.0,2,21,6
13068.0,10,13,7
25888.0,16,30,18
20555.0,28,17,10
13068.0,10,13,7
13068.0,10,13,7
14757.0,13,15,4
14121.0,10,14,16
13068.0,10,13,7
13068.0,10,13,7
12864.0,10,12,8
12864.0,10,12,8
12864.0,10,12,8
110381.0,25,29,29
41827.0,29,2,22
20520.0,1,10,12
12864.0,10,12,8
12864.0,10,12,8
12864.0,10,12,8
12822.0,11,11,9
12864.0,10,12,8
12864.0,10,12,8
12864.0,10,12,8
12864.0,10,12,8
14769.0,13,3,10
12864.0,10,12,8
17647.0,16,16,21
12864.0,10,12,8
12864.0,10,12,8
12822.0,11,11,9
14720.0,9,13,3
12864.0,10,12,8
13302.0,9,8,15
12759.0,10,11,8
12929.0,11,12,9
12759.0,10,11,8
14204.0,11,5,4
12822.0,11,11,9
12822.0,11,11,9
12759.0,10,11,8
12822.0,11,11,9
12749.0,10,11,9
12832.0,11,11,8
15554.0,19,7,4
17794.0,27,7,7
14500.0,13,4,5
12832.0,11,11,8
12749.0,10,11,9
12749.0,10,11,9
12759.0,10,11,8
200000.0,28,5,0
35900.0,28,21,23
12759.0,10,11,8
12749.0,10,11,9
27051.0,1,19,15
22629.0,29,15,16
12759.0,10,11,8
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
24658.0,20,7,30
12749.0,10,11,9
12749.0,10,11,9
20268.0,15,22,21
17597.0,11,17,23
200000.0,14,0,1
19358.0,14,3,23
12749.0,10,11,9
12749.0,10,11,9
18705.0,14,20,21
14159.0,10,11,18
12749.0,10,11,9
12749.0,10,11,9
22658.0,23,20,19
12749.0,10,11,9
12749.0,10,11,9
26250.0,22,23,21
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
24892.0,26,8,25
17711.0,17,7,2
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
14563.0,16,4,8
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
200000.0,3,0,23
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
12749.0,10,11,9
